"ProductName","ProductCategory","Description","Quantity","Price","ProductCode","Manufacturer","ProductTax","CoolingCapacity","PowerConsumption","CurrentRating","FCUCapacity","EfficiencyProfile","ProductCategoryId","IsActive","CreatedOn","UpdatedOn","ProductInventory","Tags","ImagePath","ModelNo","Id"
"Koryo AC","Condensor","Koryo AC is a multinational manufacturer of home appliances based in Michigan, United States. Koryo AC entered India in 1987 and has grown to be one of the most favourite brands as far as home appliances are concerned. Whirlpool air conditioners rely on turbo cooling technology to deliver high performance.  Koryo AC ACs hold a market share of 25% in the AC market","48","3999","4638287695","Koryo","12%","NULL","NULL","NULL","NULL","121",,true,"09/27/2021","1900-01-01T00:00:00.000Z","IS","2","loction/img","834596520474",58
"Trane AC","Condensor","Trane AC is a multinational manufacturer of home appliances based in Michigan, United States. Trane AC entered India in 1987 and has grown to be one of the most favourite brands as far as home appliances are concerned. Whirlpool air conditioners rely on turbo cooling technology to deliver high performance.  Trane AC ACs hold a market share of 25% in the AC market","6","4915","9908483198","Trane","13%","NULL","NULL","NULL","NULL","121",,true,"09/28/2021","1900-01-01T00:00:00.000Z","IS","4","loction/img","672829944945",59
"IFB AC","FCU","IFB AC is a multinational manufacturer of home appliances based in Michigan, United States. IFB AC entered India in 1987 and has grown to be one of the most favourite brands as far as home appliances are concerned. Whirlpool air conditioners rely on turbo cooling technology to deliver high performance.  IFB AC ACs hold a market share of 25% in the AC market","8","3947","9705438348","IFB","12%","NULL","NULL","NULL","NULL","121",,true,"09/29/2021","1900-01-01T00:00:00.000Z","IS","4","loction/img","715455305399",60
"Product 1","FCU","","60","2000","21324657","Product1","12","1500","45","2","2","[{""John"":""Jack"",""Doe"":""McGinnis"",""120 jefferson st."":""220 hobo Av."",""Riverside"":""Phila"",""NJ"":""PA"",""08075"":""09119""},{""John"":""John \""Da Man\"""",""Doe"":""Repici"",""120 jefferson st."":""120 Jefferson St."",""Riverside"":""Riverside"",""NJ"":""NJ"",""08075"":""08075""},{""John"":""Stephen"",""Doe"":""Tyler"",""120 jefferson st."":""7452 Terrace \""At the Plaza\"" road"",""Riverside"":""SomeTown"",""NJ"":""SD"",""08075"":""91234""},{""John"":"""",""Doe"":""Blankman"",""120 jefferson st."":"""",""Riverside"":""SomeTown"",""NJ"":""SD"",""08075"":""00298""},{""John"":""Joan \""the bone\"", Anne"",""Doe"":""Jet"",""120 jefferson st."":""9th, at Terrace plc"",""Riverside"":""Desert City"",""NJ"":""CO"",""08075"":""00123""}]","0",true,"11/01/2021","2021-11-01T15:17:52.813Z","IS","","""""","2134879",111
"Haier AC","Condensor","Haier AC is a multinational manufacturer of home appliances based in Michigan, United States. Haier AC entered India in 1987 and has grown to be one of the most favourite brands as far as home appliances are concerned. Whirlpool air conditioners rely on turbo cooling technology to deliver high performance.  Haier AC ACs hold a market share of 25% in the AC market","2","4014","3104454426","Haier","12%","NULL","NULL","NULL","NULL","121",,true,"09/30/2021","1900-01-01T00:00:00.000Z","IS","3","loction/img","410091917259",61
"Carrier AC","FCU","Carrier AC is a multinational manufacturer of home appliances based in Michigan, United States. Carrier AC entered India in 1987 and has grown to be one of the most favourite brands as far as home appliances are concerned. Whirlpool air conditioners rely on turbo cooling technology to deliver high performance.  Carrier AC ACs hold a market share of 25% in the AC market","21","4635","5662026061","Carrier","14%","NULL","NULL","NULL","NULL","121",,true,"10/01/2021","1900-01-01T00:00:00.000Z","IS","4","loction/img","724530105015",62
"Hitachi AC","Condensor","Hitachi AC is a multinational manufacturer of home appliances based in Michigan, United States. Hitachi AC entered India in 1987 and has grown to be one of the most favourite brands as far as home appliances are concerned. Whirlpool air conditioners rely on turbo cooling technology to deliver high performance.  Hitachi AC ACs hold a market share of 25% in the AC market","48","4996","2466140675","Hitachi","13%","NULL","NULL","NULL","NULL","121",,true,"10/02/2021","1900-01-01T00:00:00.000Z","IS","3","loction/img","879513773011",63
"Intex AC","FCU","Intex AC is a multinational manufacturer of home appliances based in Michigan, United States. Intex AC entered India in 1987 and has grown to be one of the most favourite brands as far as home appliances are concerned. Whirlpool air conditioners rely on turbo cooling technology to deliver high performance.  Intex AC ACs hold a market share of 25% in the AC market","12","4791","7268644775","Intex","13%","NULL","NULL","NULL","NULL","121",,true,"10/03/2021","1900-01-01T00:00:00.000Z","IS","2","loction/img","941103293775",64
"LG AC","Condensor","LG AC is a multinational manufacturer of home appliances based in Michigan, United States. LG AC entered India in 1987 and has grown to be one of the most favourite brands as far as home appliances are concerned. Whirlpool air conditioners rely on turbo cooling technology to deliver high performance.  LG AC ACs hold a market share of 25% in the AC market","32","3027","2561352020","LG","13%","NULL","NULL","NULL","NULL","121",,true,"10/04/2021","1900-01-01T00:00:00.000Z","IS","2","loction/img","726722572882",65
"Godrej AC","FCU","Godrej AC is a multinational manufacturer of home appliances based in Michigan, United States. Godrej AC entered India in 1987 and has grown to be one of the most favourite brands as far as home appliances are concerned. Whirlpool air conditioners rely on turbo cooling technology to deliver high performance.  Godrej AC ACs hold a market share of 25% in the AC market","31","3226","5267597291","Godrej","14%","NULL","NULL","NULL","NULL","121",,true,"10/05/2021","1900-01-01T00:00:00.000Z","IS","5","loction/img","749600365687",66
"Haier AC","FCU","Haier AC is a multinational manufacturer of home appliances based in Michigan, United States. Haier AC entered India in 1987 and has grown to be one of the most favourite brands as far as home appliances are concerned. Whirlpool air conditioners rely on turbo cooling technology to deliver high performance.  Haier AC ACs hold a market share of 25% in the AC market","2","4976","7909593793","Haier","14%","NULL","NULL","NULL","NULL","121",,true,"10/06/2021","1900-01-01T00:00:00.000Z","IS","2","loction/img","604133608695",67
"Daikin AC","FCU","Daikin AC is a multinational manufacturer of home appliances based in Michigan, United States. Daikin AC entered India in 1987 and has grown to be one of the most favourite brands as far as home appliances are concerned. Whirlpool air conditioners rely on turbo cooling technology to deliver high performance.  Daikin AC ACs hold a market share of 25% in the AC market","3","3207","9419267311","Daikin","12%","NULL","NULL","NULL","NULL","121",,true,"10/07/2021","1900-01-01T00:00:00.000Z","IS","3","loction/img","169303062089",68
"Videocon AC","FCU","Videocon AC is a multinational manufacturer of home appliances based in Michigan, United States. Videocon AC entered India in 1987 and has grown to be one of the most favourite brands as far as home appliances are concerned. Whirlpool air conditioners rely on turbo cooling technology to deliver high performance.  Videocon AC ACs hold a market share of 25% in the AC market","25","4274","9252889761","Videocon","18%","NULL","NULL","NULL","NULL","121",,true,"10/08/2021","1900-01-01T00:00:00.000Z","IS","5","loction/img","534853166391",69
"O General AC","FCU","O General AC is a multinational manufacturer of home appliances based in Michigan, United States. O General AC entered India in 1987 and has grown to be one of the most favourite brands as far as home appliances are concerned. Whirlpool air conditioners rely on turbo cooling technology to deliver high performance.  O General AC ACs hold a market share of 25% in the AC market","33","3817","2142639154","O General","17%","NULL","NULL","NULL","NULL","121",,true,"10/09/2021","1900-01-01T00:00:00.000Z","IS","5","loction/img","994759031659",70
"BPL AC","Condensor","BPL AC is a multinational manufacturer of home appliances based in Michigan, United States. BPL AC entered India in 1987 and has grown to be one of the most favourite brands as far as home appliances are concerned. Whirlpool air conditioners rely on turbo cooling technology to deliver high performance.  BPL AC ACs hold a market share of 25% in the AC market","12","4850","7699232296","BPL","12%","NULL","NULL","NULL","NULL","121",,true,"10/10/2021","1900-01-01T00:00:00.000Z","IS","4","loction/img","880671037372",71
"Samsung AC","Condensor","Samsung AC is a multinational manufacturer of home appliances based in Michigan, United States. Samsung AC entered India in 1987 and has grown to be one of the most favourite brands as far as home appliances are concerned. Whirlpool air conditioners rely on turbo cooling technology to deliver high performance.  Samsung AC ACs hold a market share of 25% in the AC market","21","4024","9605055572","Samsung","18%","NULL","NULL","NULL","NULL","121",,true,"10/11/2021","1900-01-01T00:00:00.000Z","IS","3","loction/img","305203111402",72
"Product 1","FCU","","60","2000","21324657","Product1","12","1500","45","2","2","[{""John"":""Jack"",""Doe"":""McGinnis"",""120 jefferson st."":""220 hobo Av."",""Riverside"":""Phila"",""NJ"":""PA"",""08075"":""09119""},{""John"":""John \""Da Man\"""",""Doe"":""Repici"",""120 jefferson st."":""120 Jefferson St."",""Riverside"":""Riverside"",""NJ"":""NJ"",""08075"":""08075""},{""John"":""Stephen"",""Doe"":""Tyler"",""120 jefferson st."":""7452 Terrace \""At the Plaza\"" road"",""Riverside"":""SomeTown"",""NJ"":""SD"",""08075"":""91234""},{""John"":"""",""Doe"":""Blankman"",""120 jefferson st."":"""",""Riverside"":""SomeTown"",""NJ"":""SD"",""08075"":""00298""},{""John"":""Joan \""the bone\"", Anne"",""Doe"":""Jet"",""120 jefferson st."":""9th, at Terrace plc"",""Riverside"":""Desert City"",""NJ"":""CO"",""08075"":""00123""}]","0",true,"11/01/2021","2021-11-01T15:15:38.407Z","IS","","""""","2134879",109
"Lloyd AC","Condensor","Lloyd AC is a multinational manufacturer of home appliances based in Michigan, United States. Lloyd AC entered India in 1987 and has grown to be one of the most favourite brands as far as home appliances are concerned. Whirlpool air conditioners rely on turbo cooling technology to deliver high performance.  Lloyd AC ACs hold a market share of 25% in the AC market","42","4480","4504946631","Lloyd","12%","NULL","NULL","NULL","NULL","121",,true,"10/12/2021","1900-01-01T00:00:00.000Z","IS","5","loction/img","193243758318",73
"White Westinghouse AC","FCU","White Westinghouse AC is a multinational manufacturer of home appliances based in Michigan, United States. White Westinghouse AC entered India in 1987 and has grown to be one of the most favourite brands as far as home appliances are concerned. Whirlpool air conditioners rely on turbo cooling technology to deliver high performance.  White Westinghouse AC ACs hold a market share of 25% in the AC market","40","4620","1272174486","White Westinghouse","17%","NULL","NULL","NULL","NULL","121",,true,"10/13/2021","1900-01-01T00:00:00.000Z","IS","3","loction/img","859527479626",74
"Onida AC","FCU","Onida AC is a multinational manufacturer of home appliances based in Michigan, United States. Onida AC entered India in 1987 and has grown to be one of the most favourite brands as far as home appliances are concerned. Whirlpool air conditioners rely on turbo cooling technology to deliver high performance.  Onida AC ACs hold a market share of 25% in the AC market","40","4678","4943046202","Onida","13%","NULL","NULL","NULL","NULL","121",,true,"10/14/2021","1900-01-01T00:00:00.000Z","IS","4","loction/img","474429076970",75
"Mitashi AC","Condensor","Mitashi AC is a multinational manufacturer of home appliances based in Michigan, United States. Mitashi AC entered India in 1987 and has grown to be one of the most favourite brands as far as home appliances are concerned. Whirlpool air conditioners rely on turbo cooling technology to deliver high performance.  Mitashi AC ACs hold a market share of 25% in the AC market","5","4322","9394209539","Mitashi","15%","NULL","NULL","NULL","NULL","121",,true,"10/15/2021","1900-01-01T00:00:00.000Z","IS","5","loction/img","582210300962",76
"Sansui AC","Condensor","Sansui AC is a multinational manufacturer of home appliances based in Michigan, United States. Sansui AC entered India in 1987 and has grown to be one of the most favourite brands as far as home appliances are concerned. Whirlpool air conditioners rely on turbo cooling technology to deliver high performance.  Sansui AC ACs hold a market share of 25% in the AC market","13","4280","2185838682","Sansui","12%","NULL","NULL","NULL","NULL","121",,true,"10/16/2021","1900-01-01T00:00:00.000Z","IS","3","loction/img","689005902423",77
"Blue Star AC","Condensor","Blue Star AC is a multinational manufacturer of home appliances based in Michigan, United States. Blue Star AC entered India in 1987 and has grown to be one of the most favourite brands as far as home appliances are concerned. Whirlpool air conditioners rely on turbo cooling technology to deliver high performance.  Blue Star AC ACs hold a market share of 25% in the AC market","48","4218","8114849783","Blue Star","15%","NULL","NULL","NULL","NULL","121",,true,"10/17/2021","1900-01-01T00:00:00.000Z","IS","5","loction/img","277436137657",78
"Panasonic AC","Condensor","Panasonic AC is a multinational manufacturer of home appliances based in Michigan, United States. Panasonic AC entered India in 1987 and has grown to be one of the most favourite brands as far as home appliances are concerned. Whirlpool air conditioners rely on turbo cooling technology to deliver high performance.  Panasonic AC ACs hold a market share of 25% in the AC market","24","4736","4558138824","Panasonic","13%","NULL","NULL","NULL","NULL","121",,true,"10/18/2021","1900-01-01T00:00:00.000Z","IS","3","loction/img","899200079381",79
"Whirlpool AC","Condensor","Whirlpool AC is a multinational manufacturer of home appliances based in Michigan, United States. Whirlpool AC entered India in 1987 and has grown to be one of the most favourite brands as far as home appliances are concerned. Whirlpool air conditioners rely on turbo cooling technology to deliver high performance.  Whirlpool AC ACs hold a market share of 25% in the AC market","23","4069","5749208839","Whirlpool","16%","NULL","NULL","NULL","NULL","121",,true,"10/19/2021","1900-01-01T00:00:00.000Z","IS","2","loction/img","463806124024",80
"Mitashi AC","Condensor","Mitashi AC is a multinational manufacturer of home appliances based in Michigan, United States. Mitashi AC entered India in 1987 and has grown to be one of the most favourite brands as far as home appliances are concerned. Whirlpool air conditioners rely on turbo cooling technology to deliver high performance.  Mitashi AC ACs hold a market share of 25% in the AC market","3","3221","2493800759","Mitashi","16%","NULL","NULL","NULL","NULL","121",,true,"10/20/2021","1900-01-01T00:00:00.000Z","IS","4","loction/img","281993160386",81
"Sansui AC","FCU","Sansui AC is a multinational manufacturer of home appliances based in Michigan, United States. Sansui AC entered India in 1987 and has grown to be one of the most favourite brands as far as home appliances are concerned. Whirlpool air conditioners rely on turbo cooling technology to deliver high performance.  Sansui AC ACs hold a market share of 25% in the AC market","23","4959","1413175542","Sansui","13%","NULL","NULL","NULL","NULL","121",,true,"10/21/2021","1900-01-01T00:00:00.000Z","IS","3","loction/img","414088718488",82
"Mitsubishi AC","Condensor","Mitsubishi AC is a multinational manufacturer of home appliances based in Michigan, United States. Mitsubishi AC entered India in 1987 and has grown to be one of the most favourite brands as far as home appliances are concerned. Whirlpool air conditioners rely on turbo cooling technology to deliver high performance.  Mitsubishi AC ACs hold a market share of 25% in the AC market","44","3540","2325945454","Mitsubishi","16%","NULL","NULL","NULL","NULL","121",,true,"10/22/2021","1900-01-01T00:00:00.000Z","IS","5","loction/img","244761001566",83
"Mitsubishi AC","Condensor","Mitsubishi AC is a multinational manufacturer of home appliances based in Michigan, United States. Mitsubishi AC entered India in 1987 and has grown to be one of the most favourite brands as far as home appliances are concerned. Whirlpool air conditioners rely on turbo cooling technology to deliver high performance.  Mitsubishi AC ACs hold a market share of 25% in the AC market","30","3747","9273804983","Mitsubishi","13%","NULL","NULL","NULL","NULL","121",,true,"10/23/2021","1900-01-01T00:00:00.000Z","IS","4","loction/img","194984703653",84
"O General AC","FCU","O General AC is a multinational manufacturer of home appliances based in Michigan, United States. O General AC entered India in 1987 and has grown to be one of the most favourite brands as far as home appliances are concerned. Whirlpool air conditioners rely on turbo cooling technology to deliver high performance.  O General AC ACs hold a market share of 25% in the AC market","29","3122","7509457493","O General","13%","NULL","NULL","NULL","NULL","121",,true,"10/24/2021","1900-01-01T00:00:00.000Z","IS","3","loction/img","878248158009",85
"Intex AC","Condensor","Intex AC is a multinational manufacturer of home appliances based in Michigan, United States. Intex AC entered India in 1987 and has grown to be one of the most favourite brands as far as home appliances are concerned. Whirlpool air conditioners rely on turbo cooling technology to deliver high performance.  Intex AC ACs hold a market share of 25% in the AC market","44","4660","5479510379","Intex","15%","NULL","NULL","NULL","NULL","121",,true,"10/25/2021","1900-01-01T00:00:00.000Z","IS","3","loction/img","338920693733",86
"Intex AC","Condensor","Intex AC is a multinational manufacturer of home appliances based in Michigan, United States. Intex AC entered India in 1987 and has grown to be one of the most favourite brands as far as home appliances are concerned. Whirlpool air conditioners rely on turbo cooling technology to deliver high performance.  Intex AC ACs hold a market share of 25% in the AC market","9","4002","8645207073","Intex","15%","NULL","NULL","NULL","NULL","121",,true,"10/26/2021","1900-01-01T00:00:00.000Z","IS","4","loction/img","922447371579",87
"Trane AC","Condensor","Trane AC is a multinational manufacturer of home appliances based in Michigan, United States. Trane AC entered India in 1987 and has grown to be one of the most favourite brands as far as home appliances are concerned. Whirlpool air conditioners rely on turbo cooling technology to deliver high performance.  Trane AC ACs hold a market share of 25% in the AC market","40","3480","3571161000","Trane","13%","NULL","NULL","NULL","NULL","121",,true,"10/27/2021","1900-01-01T00:00:00.000Z","IS","2","loction/img","360311747232",88
"Godrej AC","FCU","Godrej AC is a multinational manufacturer of home appliances based in Michigan, United States. Godrej AC entered India in 1987 and has grown to be one of the most favourite brands as far as home appliances are concerned. Whirlpool air conditioners rely on turbo cooling technology to deliver high performance.  Godrej AC ACs hold a market share of 25% in the AC market","1","3703","9854508020","Godrej","14%","NULL","NULL","NULL","NULL","121",,true,"10/28/2021","1900-01-01T00:00:00.000Z","IS","5","loction/img","730574048303",89
"Croma AC","Condensor","Croma AC is a multinational manufacturer of home appliances based in Michigan, United States. Croma AC entered India in 1987 and has grown to be one of the most favourite brands as far as home appliances are concerned. Whirlpool air conditioners rely on turbo cooling technology to deliver high performance.  Croma AC ACs hold a market share of 25% in the AC market","14","4458","5015254568","Croma","15%","NULL","NULL","NULL","NULL","121",,true,"10/29/2021","1900-01-01T00:00:00.000Z","IS","5","loction/img","586384789489",90
"Whirlpool AC","Condensor","Whirlpool AC is a multinational manufacturer of home appliances based in Michigan, United States. Whirlpool AC entered India in 1987 and has grown to be one of the most favourite brands as far as home appliances are concerned. Whirlpool air conditioners rely on turbo cooling technology to deliver high performance.  Whirlpool AC ACs hold a market share of 25% in the AC market","10","4153","2624259453","Whirlpool","15%","NULL","NULL","NULL","NULL","121",,true,"10/30/2021","1900-01-01T00:00:00.000Z","IS","2","loction/img","759141609199",91
"Samsung AC","Condensor","Samsung AC is a multinational manufacturer of home appliances based in Michigan, United States. Samsung AC entered India in 1987 and has grown to be one of the most favourite brands as far as home appliances are concerned. Whirlpool air conditioners rely on turbo cooling technology to deliver high performance.  Samsung AC ACs hold a market share of 25% in the AC market","20","3602","5335852363","Samsung","15%","NULL","NULL","NULL","NULL","121",,true,"10/31/2021","1900-01-01T00:00:00.000Z","IS","2","loction/img","393673016349",92
"Whirlpool AC","Condensor","Whirlpool AC is a multinational manufacturer of home appliances based in Michigan, United States. Whirlpool AC entered India in 1987 and has grown to be one of the most favourite brands as far as home appliances are concerned. Whirlpool air conditioners rely on turbo cooling technology to deliver high performance.  Whirlpool AC ACs hold a market share of 25% in the AC market","16","4645","8844948918","Whirlpool","17%","NULL","NULL","NULL","NULL","121",,true,"11/01/2021","1900-01-01T00:00:00.000Z","IS","4","loction/img","239593041109",93
"Blue Star AC","Condensor","Blue Star AC is a multinational manufacturer of home appliances based in Michigan, United States. Blue Star AC entered India in 1987 and has grown to be one of the most favourite brands as far as home appliances are concerned. Whirlpool air conditioners rely on turbo cooling technology to deliver high performance.  Blue Star AC ACs hold a market share of 25% in the AC market","10","3849","1121315625","Blue Star","17%","NULL","NULL","NULL","NULL","121",,true,"11/02/2021","1900-01-01T00:00:00.000Z","IS","3","loction/img","350611121924",94
"Vestar AC","FCU","Vestar AC is a multinational manufacturer of home appliances based in Michigan, United States. Vestar AC entered India in 1987 and has grown to be one of the most favourite brands as far as home appliances are concerned. Whirlpool air conditioners rely on turbo cooling technology to deliver high performance.  Vestar AC ACs hold a market share of 25% in the AC market","38","4551","1825119450","Vestar","14%","NULL","NULL","NULL","NULL","121",,true,"11/03/2021","1900-01-01T00:00:00.000Z","IS","5","loction/img","744922680815",95
"White Westinghouse AC","FCU","White Westinghouse AC is a multinational manufacturer of home appliances based in Michigan, United States. White Westinghouse AC entered India in 1987 and has grown to be one of the most favourite brands as far as home appliances are concerned. Whirlpool air conditioners rely on turbo cooling technology to deliver high performance.  White Westinghouse AC ACs hold a market share of 25% in the AC market","36","3137","1811294936","White Westinghouse","12%","NULL","NULL","NULL","NULL","121",,true,"11/04/2021","1900-01-01T00:00:00.000Z","IS","5","loction/img","874961010343",96
"Croma AC","FCU","Croma AC is a multinational manufacturer of home appliances based in Michigan, United States. Croma AC entered India in 1987 and has grown to be one of the most favourite brands as far as home appliances are concerned. Whirlpool air conditioners rely on turbo cooling technology to deliver high performance.  Croma AC ACs hold a market share of 25% in the AC market","25","3278","6174734151","Croma","17%","NULL","NULL","NULL","NULL","121",,true,"11/05/2021","1900-01-01T00:00:00.000Z","IS","4","loction/img","675491541275",97
"Product 2","FCU","","60","2000","21324657","Product1","12","1500","45","3","3","[{""John"":""Jack"",""Doe"":""McGinnis"",""120 jefferson st."":""220 hobo Av."",""Riverside"":""Phila"",""NJ"":""PA"",""08075"":""09119""},{""John"":""John \""Da Man\"""",""Doe"":""Repici"",""120 jefferson st."":""120 Jefferson St."",""Riverside"":""Riverside"",""NJ"":""NJ"",""08075"":""08075""},{""John"":""Stephen"",""Doe"":""Tyler"",""120 jefferson st."":""7452 Terrace \""At the Plaza\"" road"",""Riverside"":""SomeTown"",""NJ"":""SD"",""08075"":""91234""},{""John"":"""",""Doe"":""Blankman"",""120 jefferson st."":"""",""Riverside"":""SomeTown"",""NJ"":""SD"",""08075"":""00298""},{""John"":""Joan \""the bone\"", Anne"",""Doe"":""Jet"",""120 jefferson st."":""9th, at Terrace plc"",""Riverside"":""Desert City"",""NJ"":""CO"",""08075"":""00123""}]","0",true,"11/01/2021","2021-11-01T15:19:46.153Z","IS","","""""","2134879",112
"Mitchubisi","FCU","","50","546545","Mitchubisi","Mitchubisi","2344","4654","5464","65465","65465","[{""John"":""Jack"",""Doe"":""McGinnis"",""120 jefferson st."":""220 hobo Av."",""Riverside"":""Phila"",""NJ"":""PA"",""08075"":""09119""},{""John"":""John \""Da Man\"""",""Doe"":""Repici"",""120 jefferson st."":""120 Jefferson St."",""Riverside"":""Riverside"",""NJ"":""NJ"",""08075"":""08075""},{""John"":""Stephen"",""Doe"":""Tyler"",""120 jefferson st."":""7452 Terrace \""At the Plaza\"" road"",""Riverside"":""SomeTown"",""NJ"":""SD"",""08075"":""91234""},{""John"":"""",""Doe"":""Blankman"",""120 jefferson st."":"""",""Riverside"":""SomeTown"",""NJ"":""SD"",""08075"":""00298""},{""John"":""Joan \""the bone\"", Anne"",""Doe"":""Jet"",""120 jefferson st."":""9th, at Terrace plc"",""Riverside"":""Desert City"",""NJ"":""CO"",""08075"":""00123""}]","0",true,"11/01/2021","2021-11-01T15:25:25.457Z","IS","","""""","Mitchubisi",113
"Smart Ac","Energy","","30","8372","3987198189","Smart","20","100","21","37","37","[{""Username; Identifier;First name;Last name"":""booker12;9012;Rachel;Booker""},{""Username; Identifier;First name;Last name"":""grey07;2070;Laura;Grey""},{""Username; Identifier;First name;Last name"":""johnson81;4081;Craig;Johnson""},{""Username; Identifier;First name;Last name"":""jenkins46;9346;Mary;Jenkins""},{""Username; Identifier;First name;Last name"":""smith79;5079;Jamie;Smith""}]","0",true,"11/02/2021","2021-11-02T16:00:22.960Z","IS","","""""","2379842389",115
"Croma AC","Condensor","Croma AC is a multinational manufacturer of home appliances based in Michigan, United States. Croma AC entered India in 1987 and has grown to be one of the most favourite brands as far as home appliances are concerned. Whirlpool air conditioners rely on turbo cooling technology to deliver high performance.  Croma AC ACs hold a market share of 25% in the AC market","38","3587","2613439537","Croma","12%","NULL","NULL","NULL","NULL","121",,true,"11/06/2021","1900-01-01T00:00:00.000Z","IS","2","loction/img","478533559834",98
"Koryo AC","FCU","Koryo AC is a multinational manufacturer of home appliances based in Michigan, United States. Koryo AC entered India in 1987 and has grown to be one of the most favourite brands as far as home appliances are concerned. Whirlpool air conditioners rely on turbo cooling technology to deliver high performance.  Koryo AC ACs hold a market share of 25% in the AC market","12","4318","6914036184","Koryo","17%","NULL","NULL","NULL","NULL","121",,true,"11/07/2021","1900-01-01T00:00:00.000Z","IS","4","loction/img","437869502323",99
"Koryo AC","Condensor","Koryo AC is a multinational manufacturer of home appliances based in Michigan, United States. Koryo AC entered India in 1987 and has grown to be one of the most favourite brands as far as home appliances are concerned. Whirlpool air conditioners rely on turbo cooling technology to deliver high performance.  Koryo AC ACs hold a market share of 25% in the AC market","45","3556","6505188111","Koryo","18%","NULL","NULL","NULL","NULL","121",,true,"11/08/2021","1900-01-01T00:00:00.000Z","IS","5","loction/img","781653252818",100
"Product 1","FCU","","60","2000","21324657","Product1","12","1500","45","2","2","[{""John"":""Jack"",""Doe"":""McGinnis"",""120 jefferson st."":""220 hobo Av."",""Riverside"":""Phila"",""NJ"":""PA"",""08075"":""09119""},{""John"":""John \""Da Man\"""",""Doe"":""Repici"",""120 jefferson st."":""120 Jefferson St."",""Riverside"":""Riverside"",""NJ"":""NJ"",""08075"":""08075""},{""John"":""Stephen"",""Doe"":""Tyler"",""120 jefferson st."":""7452 Terrace \""At the Plaza\"" road"",""Riverside"":""SomeTown"",""NJ"":""SD"",""08075"":""91234""},{""John"":"""",""Doe"":""Blankman"",""120 jefferson st."":"""",""Riverside"":""SomeTown"",""NJ"":""SD"",""08075"":""00298""},{""John"":""Joan \""the bone\"", Anne"",""Doe"":""Jet"",""120 jefferson st."":""9th, at Terrace plc"",""Riverside"":""Desert City"",""NJ"":""CO"",""08075"":""00123""}]","0",true,"11/01/2021","2021-11-01T15:16:18.713Z","IS","","""""","2134879",110
